letter,line,decision,confidence,cue,ratio,prev_len,page_measure,prev_line,context
149,10782,break,high,short_line,0.13,7,52,stände.,"mentos an dem Justitz Bürgermeister Schenck gewiesen, und dem"
149,10786,break,high,short_line,0.67,35,52,worbenes Eigenthum entreißen wolle.,In tiefster Hochachtung ersterbe
149,10787,break,high,short_line+column,0.62,32,52,In tiefster Hochachtung ersterbe,Ewr Hochfürstliche Durchlaucht
149,10788,break,high,short_line+column,0.58,30,52,Ewr Hochfürstliche Durchlaucht,Trąbczin
149,10789,break,high,short_line+column,0.15,8,52,Trąbczin,den 2ten Decbr.
149,10790,break,high,short_line,0.29,15,52,den 2ten Decbr.,1804
149,10791,break,high,short_line+column,0.08,4,52,1804,unterthänigster Diener
149,10792,break,high,short_line+column,0.42,22,52,unterthänigster Diener,v Triebenfeld
150,10797,break,high,short_line,0.22,13,59,an So durchl.,daß er seit anderthalb Jahren vom 4 May 1803. bis 4 Nov. a. c.
150,10808,break,high,short_line,0.32,19,59,ihr zu befriedigen.,Antwort.
150,10809,break,high,short_line,0.14,8,59,Antwort.,"die Pächter hätten nicht gezahlt — er würde befriedigt werden, da"
150,10811,break,high,rubric,1.07,63,59,Herr v. Triebenfeld dort alles in Ordnung und ins Reine bräc,d. 27ten Nov. 1804
151,10815,break,high,short_line+column,0.34,23,68,Durchlauchtigster Fürst,Gnädigster Herr!
151,10816,break,high,short_line,0.24,16,68,Gnädigster Herr!,Ewr Hochfürstliche Durchlaucht beide Schreiben vom 30. Novbr und 2. Xb
151,10838,break,high,short_line+column,0.44,28,64,Wrąbczyn statt 1500 Rthl nur,1123.
151,10839,break,high,short_line,0.08,5,64,1123.,"Auf den Wald ist bey den niederen HolzPreisen sehr wenig zu rechnen, i"
151,10844,break,high,short_line,0.49,31,64,Schulden bezahlt werden können.,Die Taxatoren hatten anfänglich die Sache nach den Tableaux genommen
151,10848,break,high,short_line,0.41,26,64,ganze Taxa umändern müßen.,Lichnowski hatt einen Theil von die Zehn Tausend Rthl welche die
151,10866,break,high,short_line,0.47,28,60,anfertigung der Taxa halten.,Die Zinsen an Lignowschen werden hier bezahlt — Ewr Durchlaucht
151,10871,break,high,short_line,0.52,31,60,wieder abgeführt werden können.,"Was guter Wille und menschliche Kräfte vermögen, werde ich aufbieten"
151,10874,break,high,short_line+column,0.6,36,60,In tiefſter Hochachtung erſterbe als,Ewr Hochfürstliche Durchlaucht
151,10875,break,high,short_line+column,0.5,30,60,Ewr Hochfürstliche Durchlaucht,unterthänigster Diener
151,10876,break,high,short_line+column,0.37,22,60,unterthänigster Diener,Trąbczin
151,10877,break,high,short_line+column,0.13,8,60,Trąbczin,den 7ten Decbr.
151,10878,break,high,short_line,0.25,15,60,den 7ten Decbr.,v Triebenfeld
151,10879,break,high,short_line+column,0.22,13,60,v Triebenfeld,1804
152,10883,break,high,short_line+column,0.38,23,60,Durchlauchtigster Fürst,Gnädigster Fürst und Herr!
152,10884,break,high,short_line,0.43,26,60,Gnädigster Fürst und Herr!,Den frey-Paß auf Hohenlohische Weine werden Ewr Hochfürstliche
152,10897,break,high,short_line,0.72,43,60,Ehre das einzige Ziel aller Handlungen ist.,Der Herr B. R. Bernhardi hat mich übrigens mit dem Gelde
152,10912,break,high,short_line,0.39,17,44,zurükziehen wird.,"Nothard hinterläßt 28000 Rthl Schulden, wovon seine Gläubiger"
152,10916,break,high,short_line+column,0.68,30,44,Ewr Hochfürstliche Durchlaucht,Berlin den 7ten Januar
152,10917,break,high,short_line+column,0.5,22,44,Berlin den 7ten Januar,1805.
152,10918,break,high,short_line,0.11,5,44,1805.,treu unterthäniger Diener v Triebenfeld
153,10922,break,high,short_line+column,0.38,23,60,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
153,10923,break,high,short_line,0.43,26,60,Gnädigster Fürst und Herr!,"Die Anschaffung der 2[5?]000 Rthl macht mich viel Kummer, da Herr von"
153,10942,break,high,rubric,1.13,68,60,"Es soll also, wer irgend mit den Zinsen ausbleibt, oder sich",12. Jan 1805
154,10946,break,high,short_line+column,0.44,23,52,Durchlauchtigster Fürst,Gnädigster Herr!
154,10947,break,high,short_line,0.31,16,52,Gnädigster Herr!,"Die Sache wegen Anlehn ist in besten Gange, Gott gebe daß"
154,10950,break,high,short_line,0.31,16,52,sonst gute Mann.,Alles was mir Ew Durchlaucht untern 13ten aufzutragen
154,10952,run,review,short_line,0.67,35,52,gerufen würde ich treulich besorgen,Was übrigens Wollenhaupt von Sequestration geschwazt
154,10987,break,high,short_line,0.71,35,50,Er wird gewis ſehr klein laut ſind.,zu leuteten Submission ersterben
154,10988,break,high,short_line+column,0.65,32,50,zu leuteten Submission ersterben,Ewr Durchlaucht
154,10989,break,high,short_line+column,0.3,15,50,Ewr Durchlaucht,Berlin den 15ten Januar
154,10990,break,high,short_line+column,0.46,23,50,Berlin den 15ten Januar,1805
154,10991,break,high,short_line+column,0.08,4,50,1805,treuester Diener
154,10992,break,high,short_line+column,0.32,16,50,treuester Diener,v Triebenfeld
155,10996,run,review,short_line,0.46,22,48,Hochwohlgebohrner Herr,Hochzuverehrender Herr Kriegs und Forst-Rath!
155,11009,break,high,short_line+column,0.48,23,48,"Sollte diese, mit 25000","Thl. bald geſchehen, ſo würde Er"
155,11010,run,review,short_line,0.67,32,48,"Thl. bald geſchehen, ſo würde Er","die Graefin dahin vermögen, daß Sie mit der"
155,11024,run,review,short_line,0.7,32,46,"Kaliſch nach Trąbczyn abgereißt,",Ich empfehle mich zu fernerer Gewogenheit unterthä¬
155,11027,break,high,short_line,0.33,15,46,ehrung zu seyn.,Euer Hochwohlgebohren
155,11028,break,high,short_line+column,0.46,21,46,Euer Hochwohlgebohren,Breslau den 16ten Jan
155,11029,break,high,short_line+column,0.46,21,46,Breslau den 16ten Jan,1805.
155,11030,break,high,short_line,0.11,5,46,1805.,unterthäniger Diener
155,11031,break,high,short_line+column,0.43,20,46,unterthäniger Diener,A: Hahn
156,11035,break,high,short_line+column,0.47,23,49,Durchlauchtigster Fürst,Gnädigster Herr!
156,11036,break,high,short_line,0.33,16,49,Gnädigster Herr!,"Wann ich auf irgend einer Art die 25000 Rthl, ohne das große"
156,11039,break,high,short_line,0.71,35,49,mit den glühendesten Eyfer bewürkt.,Nehme aber das wenigere so kostet es und die Hände
156,11046,break,high,short_line,0.67,33,49,"aber man zögert, Gott weis warum.",Ich thue gewis alles was Menschliche Kräfte vermög
156,11068,break,high,short_line,0.25,13,52,Bauer laufen.,"Solte die Schlabrendorffen unartig sein, so ist hier für"
156,11073,break,high,short_line+column,0.14,6,42,156 a),Abschrifft.
156,11074,break,high,short_line,0.26,11,42,Abschrifft.,Euer Durchlaucht haben durch den Kriegs-Rath v. Triebenfeld
156,11080,break,high,short_line,0.14,6,42,würde.,Im vollen Vertrauen auf Euer mir gegebennt
156,11085,break,high,short_line,0.67,28,42,nicht Wort halten zu können.,"Ich würde, mich durch eine fernere Nachsicht"
156,11091,break,high,short_line,0.48,20,42,fortsetzen zu laßen.,Euer melde solches hierdurch ergebenst
156,11093,break,high,short_line+column,0.43,18,42,und habe die Ehren,Breslau 16ten Jan:
156,11094,break,high,short_line,0.43,18,42,Breslau 16ten Jan:,1805.
156,11095,break,high,short_line,0.12,5,42,1805.,Granfin von Schlabrendorff
156,11100,break,high,short_line,0.71,22,31,durchzukommen gedenkt.,Der General empfiehlt sich Ewr Durchlaucht auf das
156,11102,break,high,short_line,0.48,15,31,ehrerbietigſte.,den Frey Paß auf 120 Eignier Wein werden Ewr Durchl.
156,11106,run,review,short_line,0.52,16,31,Ewre Durchlaucht,So eben höhre ich das Bernhardi
156,11116,break,high,short_line,0.42,13,31,Verlegenheit.,Berlin d. 19ten Januar
156,11117,break,high,short_line+column,0.71,22,31,Berlin d. 19ten Januar,1805.
156,11118,break,high,short_line,0.16,5,31,1805.,unterthäniger Diener
156,11119,break,high,short_line+column,0.65,20,31,unterthäniger Diener,v Triebenfeld
157,11123,break,high,short_line+column,0.42,23,55,Durchlauchtigster Fürst,Gnädigster Herr!
157,11124,break,high,short_line,0.29,16,55,Gnädigster Herr!,Durch die Vermittelung des Bülern Generals v. Köckritz. habe ich
157,11132,run,review,short_line,0.4,22,55,"discantiren, zu retten",Glückt es jezt hier so ist alles gemacht - der Thörichten Schla¬
157,11146,break,high,short_line,0.65,28,43,"bezahlt werden, zu kündigen.",Heute hat die Sache wegen des Jahrlehns zum Vortrag kommen
157,11149,break,high,rubric,1.3,56,43,Session angieng an den Incletiarius des Militair Depart.,"H. Gehl. Rath v. Köchnen, Sobald die Bitte accordirt ist nehme"
157,11154,break,high,short_line,0.44,19,43,berichtigen können.,In tiefsten Respect ersterbe
157,11155,run,review,short_line,0.65,28,43,In tiefsten Respect ersterbe,Euer Hochfürstliche Durchlaucht
157,11165,break,high,short_line+column,0.56,24,43,Berlin den 22 ten Januar,1805.
157,11166,break,high,short_line,0.12,5,43,1805.,unterthänigster Diener
157,11167,break,high,short_line+column,0.51,22,43,unterthänigster Diener,v Triebenfeld
158,11171,break,high,short_line+column,0.39,23,59,Durchlauchtigster Fürst,Gnädigster Herr
158,11172,run,review,short_line,0.25,15,59,Gnädigster Herr,Endlich ist es durch Vermittelung des Verehrungswürdigen Generals
158,11173,break,high,rubric,1.1,65,59,Endlich ist es durch Vermittelung des Verehrungswürdigen Gen,"v. Köckritz gelungen, daß das Invaliden Departement nun erklärt"
158,11181,break,high,short_line,0.49,29,59,werde 50 Jahre stehen können.,Das populle Depositorum die Wittwen Casse noch weniger die
158,11188,break,high,rubric,0.88,52,59,neral meiner nicht auf das thätigste angenommen. Die,26. Jan 1805.
158,11201,break,high,short_line,0.49,27,55,Suma nach Abzug der Kosten.,Mit die Tirard und Haukſche Sache bin ich fertig ich zahlen
158,11227,break,high,short_line,0.22,13,59,werden solte.,Die Minnonisten werde ich nach Ewer Durchlaucht Befehl bestimmt
158,11229,run,review,short_line,0.15,9,59,antworten,des Wöllenhaupts Urteil wegen Dismenbrierung der Güter
158,11242,break,high,short_line,0.65,25,38,früher als des Contracts.,"Den künftigen Mittwoch gehe ich von hier zurück, um in Kalleg"
158,11255,break,high,short_line+column,0.39,15,38,nach zu schiden,Berlin
158,11256,break,high,short_line+column,0.16,6,38,Berlin,den 26ten Januar
158,11257,break,high,short_line+column,0.42,16,38,den 26ten Januar,1805
158,11258,break,high,short_line+column,0.1,4,38,1805,unterthäniger Diener
158,11259,break,high,short_line+column,0.52,20,38,unterthäniger Diener,v Triebenfeld
159,11263,break,high,short_line+column,0.51,23,45,Durchlauchtigster Fürst,"Gnädigster Fürst und Herr,"
159,11264,run,review,short_line,0.58,26,45,"Gnädigster Fürst und Herr,",Mitt der umsäglichsten Mühe hat endlich der redliche Ame
159,11278,run,review,short_line,0.67,30,45,Ewr Hochfürstliche Durchlaucht,den Brief an die Herren Kuh geruhe
159,11281,run,review,short_line,0.47,21,45,treu gehorsamster Dir,"Wie war ist wohl, in Stande die Dummembration"
159,11284,break,high,short_line,0.64,29,45,Berlin den 31ten Januar 1805.,v Triebenfeld
160,11288,break,high,short_line+column,0.37,23,62,Durchlauchtigſter Fürſt,Gnädigster Fürst und Herr!
160,11289,break,high,short_line,0.42,26,62,Gnädigster Fürst und Herr!,Es ist gränzenlos arg wie jezt alle Geschäfte hier erschwert werden.
160,11297,break,high,short_line,0.1,6,62,hatte.,von der Cammer revidirt sind. Ich habe mit meinen Freunden abge¬
160,11302,break,high,short_line,0.39,24,62,die Intressen risquiren.,die Geschäftsmänner nehmen 6 plt. Es ist viel jedoch bey diesen
160,11305,break,high,short_line,0.65,40,62,eine halbe Ewigkeit hindurch stehen kan.,"Mit Gerard bin ich einig, dem habe ich 900 Rthl Intresse bezahlt"
160,11319,break,high,short_line,0.09,5,58,sein.,"Die Olesnicer Kerls müßen heraus geſchmißen werden, den die"
160,11330,break,high,short_line,0.5,29,58,den Zins jährlich zu erlegen.,In tiefste Respect ersterbe
160,11331,break,high,short_line+column,0.47,27,58,In tiefste Respect ersterbe,Ewr Hochfürstliche Durchlaucht
160,11332,break,high,short_line+column,0.52,30,58,Ewr Hochfürstliche Durchlaucht,Berlin d 2t Februar
160,11333,break,high,short_line+column,0.33,19,58,Berlin d 2t Februar,1805
160,11334,break,high,short_line+column,0.07,4,58,1805,treu gehorsamer Diener
160,11335,break,high,short_line+column,0.38,22,58,treu gehorsamer Diener,v Triebenfeld
161,11339,break,high,short_line,0.51,24,48,Durchlauchtigſter Fürſt!,Gündigste Fürst und Herr!
161,11340,break,high,short_line,0.53,25,48,Gündigste Fürst und Herr!,Ew. Hochfürstl. Durchlaucht gnediges Schreiben von 3. fl.
161,11344,break,high,rubric,0.91,43,48,"vorlegen können u er war sehr erfreuet, daß",E. hochfürſten Durchlaucht mit ſeiner Bemühung
161,11367,break,high,short_line,0.5,21,42,längt erhalten mögen.,Ich erſtreck mit Ehrfurcht
161,11368,break,high,rubric+short_line,0.62,26,42,Ich erſtreck mit Ehrfurcht,E. Hochsturft. Durchlaucht
161,11370,break,high,short_line+column,0.5,21,42,Berlin d. 9. Feb 1805,unterthänigſter diener
161,11371,break,high,short_line+column,0.52,22,42,unterthänigſter diener,AMuntte[?]
162,11375,break,high,short_line+column,0.4,23,58,Durchlauchtigster Fürst,Gnädigster Herr!
162,11376,break,high,short_line,0.28,16,58,Gnädigster Herr!,Ein seis 14 Tagen an alle hiesige Kammern erlaßener Befehl des
162,11381,break,high,short_line+column,0.67,39,58,die Ursach dieser neuen Schwierigkeiten,tet wird.
162,11382,break,high,short_line,0.16,9,58,tet wird.,ist der Prinz George mit den hiesigen Kriegs Rath Korn¬
162,11400,break,high,short_line,0.12,6,52,würde.,Der Hl. Prasident v Goldbeck hat indes ſo
162,11408,break,high,short_line,0.54,28,52,die Revision nachgeben wird.,Ich muß indes hier vor Anker liegen und die Antwort abwar¬
162,11418,run,review,short_line,0.47,26,55,und wir einigte uns wieder,"Er wünscht sehr baldigst drey branzirte Büsten, die er"
162,11426,break,high,short_line,0.45,25,55,in die Tischler Magazine.,Ich mögte dem guten Mann gerne rechtschnell damit überaschun
162,11433,break,high,short_line+column,0.35,19,55,Gebe nur der Himmel,mit Muße dis membriren zu können
162,11434,run,review,short_line,0.58,32,55,mit Muße dis membriren zu können,daß ich die Erlaubnis zur Revision der Taxen baldigst erhalten
162,11440,break,high,short_line+column,0.58,32,55,In tiefster Hochachtung ersterbe,Ewr Hochfürstliche Durchlaucht
162,11441,run,review,short_line,0.55,30,55,Ewr Hochfürstliche Durchlaucht,Wann ich nur bald die 3 franzirte Büſte und das Lavoir
162,11444,break,high,short_line,0.51,28,55,Kalisz den 24ten Febr. 1805.,treu unterthäniger Diener v Triebenfeld
163,11448,break,high,short_line+column,0.3,23,77,Durchlauchtigster Fürst,Gnädigſter Herr!
163,11449,break,high,short_line,0.21,16,77,Gnädigſter Herr!,Ewr Hochfürstliche Durchlaucht gnädiges Schreiben habe ich per Estaffe
163,11451,break,high,short_line,0.62,48,77,Olesnicern die Antwort gestern zu stellen laßen.,Morgen steht zu Trąbczin in dieser Sache Terminus an und ich hoffte in
163,11453,break,high,short_line,0.45,35,77,die Geschichte finalisirt zu sehen.,"Die Buben sagen, daß sie gegen Ewr Durchlaucht ungern prozeßiren wolle"
163,11458,run,review,short_line,0.71,55,77,sie gekrochen und probiren ihr Heil auf eine andere Art,Von Berlin sehe ich jezt jede Stunde die Antwort entgegen - Gott gebe 
163,11460,break,high,short_line,0.19,15,77,Wunsch ausfält.,Szetlewek will der von Otocki in Erbpacht nehmen - Er bietet schon 100
163,11462,run,review,short_line,0.57,44,77,bustands Geld und 1500 Rthl jährlichen Canon,"Glenck hat das Gut auf 40000 Rthl veranschlagt, er hat aber vom Trąbcz"
163,11478,break,high,short_line,0.43,29,68,den alten Unterthanen hoffen.,Mit dem Honrichs sieht es übel aus - der Kerl zahlt nicht — Er sagt
163,11526,run,review,short_line,0.7,28,40,In tiefsten Respect ersterbe,Ewr Hochfürstliche Durchlaucht
163,11534,run,review,short_line,0.35,14,40,veräußert sein,Das Gallen Fieber hat mich wieder gepackt.
163,11538,break,high,short_line+column,0.45,18,40,Kalisz d 1ten Marz,1805
163,11539,run,review,short_line,0.1,4,40,1805,unterthänigster treuer Diener
164,11544,break,high,short_line+column,0.33,23,70,Durchlauchtigſter Fürſt,Gnädigster Herr!
164,11545,break,high,short_line,0.23,16,70,Gnädigster Herr!,"Von Berlin ist noch keine Resolution erfolgt, ich weis nicht was ich v"
164,11553,break,high,short_line,0.43,30,70,mir von Berlin aus bescheidet.,die Chicanen mit Revision der Taxen sind ganz neu und rühren blos von 
164,11561,break,high,short_line,0.66,46,70,so muß sich auch hier ein Ausweg finden laßen.,Hier geht so weit alles nach Wunsch und ich hoffe einen schweren Klump
164,11569,break,high,short_line,0.41,26,64,500 Rthl auf ewige Zeiten.,was mit Swięcia geschehen und ob mein Plan glücken wird erfahre ich he
164,11571,break,high,short_line,0.13,8,64,Nerlich.,Zum Ankauf der Gründe [me?]hhn überhaupt dismembrirt werden sollen hab
164,11576,break,high,short_line,0.06,4,64,kan.,Die Kammer hatte dem Landrath die Untersuchung übertragen und
164,11587,run,review,short_line,0.65,41,64,eine Abschrift aller dieser Verhandlungen,Mit dem Olesnicer Kerls wird sich alles sehr Gemach beheben.
164,11591,break,high,rubric,1.02,62,60,"nicht ein Jotta gewust habe) ein Edict vorhanden, nach welch",1. keinen Bauer oder unadeliche ohne besondern Königl. Consens ein ade
164,11593,break,high,rubric+short_line,0.61,37,60,Gut in Erbpacht überlaßen werden darf,2. darf selbst an Adeliche Erbpächter
