key,pad,page,transcribed,proposed,decision,why
021a1909,oe1bu9454-133,4,in Gemacht,in Ohnmacht,@9513 Ge¬ -> Ohn¬,The standard idiom 'in Ohnmacht fallen' (to faint) is plainly intended.
37b296bb,oe1bu9454-134,1,Leugnich / Lengnich,one form throughout (Lengnich?),@9551 Leugnich -> Lengnich,The same person is spelled two ways within four lines.
79b97ab7,oe1bu9454-136,4,Der Kaliszer räumte mich dies auch schon ein,Der Kaliszer räumte mir dies auch schon ein,n,'mich' for 'mir' — dative required.
d0ea7e81,oe1bu9454-139,2,Wünster / Wunster,"one single name, spelling unsettled",n,Two spellings of apparently the same person on one page; left as written.
6e669749,oe1bu9454-139,4,Wesend ... Gewüsche,Rasend ... Gewäsche,@10185 Wesend -> Rasend,Cf. 'O ich möchte rasend werden' on page 1; 'Gewäsche' = idle talk.
8ae28a84,oe1bu9454-139,4,gestangestand,gestand,@10186 gestand Weltzer -> Weltzer,Dittography in transcription; only the finite verb is needed.
d3e29064,oe1bu9454-141,1,Brunicurhi / Brunnenshi,Bruniewski,@10385 Brunicurhi -> Bruniewski ; @10389 Brunnenshi -> Bruniewski,the same party is named Bruniewski earlier on the page; these look like machine misreadings of the same Kurrent name
94c3472e,oe1bu9454-141,1,ſticht ſteits ... zu sammen,steckt stets ... zusammen,@10389 ſticht ſteits -> ſteckt ſtets,standard idiom for conspiring together
7c4264c9,oe1bu9454-146,2,Komornigen / Komornizen,Komorniken,@10570 Komornigen -> Komorniken,inconsistent forms of the same word within two lines
c4f48754,oe1bu9454-153,1,discontinuuntersagt hatt,discontiren nun untersagt hat,@10924 discontinu¬ -> discontiren,Word-run in the transcription; separates into a plausible clause without altering sense.
5bc13574,oe1bu9454-157,1,der Thörichten Schlabrendorff Ihre Drohungen,der thörichten Schlabrendorff ihre Drohungen,n,possessive dative construction; the capitalisation suggests the transcriber took Ihre as the honorific.
42e063ad,oe1bu9454-170,2,ehegefahrdas nemlichen,"""ohngefähr das nemliche""",@12040 ehegefahr¬ -> ohngefähr,"""ohngefähr"" (roughly) fits the sense and the Kurrent shapes; the plural/oblique ending on ""nemlichen"" is likely a slip"
a3e35cbb,oe1bu9454-177,6,Güterkilgtso wie,Güter tilgt. So wie,@12550 Güterkilgt -> Güter tilgt,'diese Schuldpost ... aus den Revenuen der Güter tilgt' (discharges this debt out of the revenues of the estates) restores the verb; 'So wie' then begins the ne
c3d70cff,oe1bu9454-177,7,der Armen,der Armee,@12556 Armen -> Armee,"The context is the mobilised army, continued from p.2."
0e982fb1,oe1bu9454-178,1,Hochwohlgebehrem,Hochwohlgebohren,@12590 Hochwohlge¬ -> Hochwohlge¬ ; @12591 behrem -> bohren,spelt correctly at the close of page 2
98a0b815,oe1bu9454-194,2,Bezahbey,Bezahlung,@14024 Bezah¬ -> Bezah¬,"""zur Bezahlung der rückständigen Zinsen"" is the standard formula"
9deeb517,oe1bu9454-197,1,gewämt (p.2),gewinnt,n,See page 2.
c5f24b30,oe1bu9454-201,1,ernäußchstete / erwünschsteten,erwünschtesten,@14410 ernäußchstete -> erwünschteste,Both forms appear to be corruptions of the superlative of erwünscht.
2d988dc2,oe1bu9454-205,3,die gläuzendeste Vollen spielen,die glänzendeste Rolle spielen,@14627 gläu- -> glän-,'Vollen' for 'Rolle'; standard idiom 'die glänzendste Rolle spielen'
b0129c50,oe1bu9454-219,1,Gerechligkeit,Gerechtigkeit,@15844 ligkeit -> tigkeit,apparent transcription slip
e4c22e0f,oe1bu9454-224,4,angenehmen,anzunehmen,n,'die Versicherung ... anzunehmen' completes the formula
555870f9,oe1bu9454-230,1,requline,reguliren,@16761 line. -> liren.,Latinate verb 'to regulate/settle a business' fits the context; the transcribed form is not German.
05212130,oe1bu9454-245,1,bey dem Perieger O. L. G.,Brieger O. L. G.,@17713 Perieger -> Brieger,The Brieg Upper Provincial Court is named elsewhere in the letter.
b403ea7d,oe1bu9454-246,1,Sachßtens,Sachsens,@17777 Sachſtens -> Sachſens,Context is plainly the fate of Saxony; the transcription shows an intrusive t.
1e46017e,oe1bu9454-246,1,antſchieden,entschieden,@17777 ant- -> ent-,"The prefix ent- is regularly misread as ant- in Kurrent; ""decided"" fits the sentence."
b715dc56,oe1bu9454-250,1,intereshirnn,interessiren,@18040 hirnn -> siren,"Transcription artefact; the standing formula is ""sich für dessen Inhalt zu interessiren""."
e9e7b5f5,oe1bu9454-253,2,mann dieser Kluge ... Mann zurück tritt,wenn dieser Kluge ... Mann zurück tritt,@18126 mann dieser Kluge -> wenn dieser Kluge,conditional clause required; m/w confusion is common in Kurrent.
fe19c7ff,oe1bu9454-266,1,ſtehr mit vergnügt,sehr mißvergnügt,@18896 ſtehr mit ver- -> ſehr miß-ver-,"""sehr mißvergnügt"" fits the following account of the King dining alone and seeing nobody."
f97d3ee1,oe1bu9454-272,4,nicht offt wörtlich nenne,nicht oft wörtlich nenne,n,orthographic only; no change of sense
26b528b5,oe1bu9454-278,1,obschläglichen,abschläglichen,@19716 obschläg¬ -> abschläg¬,"Standard formula ""abschlägliche Resolution"" = a refusing decision."
e68ffd7d,oe1bu9454-279,1,ſehn ... entgegen,sehe ... entgegen,@19777 ſehn -> ſehe,first-person singular expected
29992b7f,oe1bu9454-281,1,Lambour / Tambour,Tambour,@19920 Lambour -> Tambour,the same person is called 'der Tambour' a few words earlier; T/L confusion in Kurrent
244fb391,oe1bu9454-289,2,Sich in allen 461000 Rthl erhalten,461000 = 426000 + 35000,n,"The arithmetic of the two preceding figures gives 461000, so the figure is internally consistent; noted only to show it was checked, not altered."
08616415,oe1bu9454-292,2,der Atte fürst / der atti fürst,der alte Fürst (the old Prince),@20840 atti -> alte,"recurs correctly as ""der Alte fürst"" on page 1"
e40a34f7,oe1bu9454-296,1,überführ geachtet,überführt geachtet,@21009 über¬ -> über¬,Missing final -t of the participle.
8f6bfae6,oe1bu9454-303,7,Baugerin Kohn,Banquier Kohn,n,Same corruption family appears at item 121 on the following page.
91e8613e,oe1bu9454-303,9,Der Schmidt Gümmler,Der Schmidt (Schmied) Gümmler,n,"""Schmidt"" here is read as the trade (smith) rather than the surname; the two are indistinguishable in the transcription."
63f0c9e3,oe1bu9454-001a,1,ländern,lindern,lindern,"""lindern"" (to alleviate) fits the appeal for mercy; e/i confusion."
3bd15efd,oe1bu9454-072f,1,Káliz,Kalisch,Kalisch,The Ober-Prefecture of the department was at Kalisch; but the name is carried as transcribed.
9d2910f1,oe1bu9454-074a,1,Fürsten Selchen,Fürstin von Sacken,n,"Page 2 names the testatrix as ""Frau Fürstin von Sacken""; ""Selchen"" is likely the same name corrupted."
d5d2c82a,oe1bu9454-074c,1,Gen: Zewalden Casse,Gen: Invaliden Casse,y,"The same document's second paragraph names the General Invaliden Casse as plaintiff in the same matter; ""Zewalden"" is very likely a Kurrent misreading of ""Inval"
0e080446,oe1bu9454-074d,1,Först Rath,Forst Rath,y,"Inconsistent within the same document (later ""Forst Rath""); likely transcription variant."
a33a0dd9,oe1bu9454-179a,1,König Kalischen,Königl. Kalischen,y,"Abbreviation for ""Königlichen"" (Royal) apparently transcribed as ""König""."
b27741f2,oe1bu9454-265a,1,11213. Gü[t?],112000 Rthl zur,n,The same advance is twice given as 112000 Rthl below; 'Gü[t]' may be a misread 'zur'. Not folded into the translation.
a9e6d716,oe1bu9454-265b,1,Moscinali,Moscinska,y,Same person named v. Moscinska earlier in the letter; -ali is probably a misread -ska/-nska ending.
a196aed7,oe1bu9454-265b,1,des Wüstl. Kaysers May anheim,des Rußl. Kaysers Majestät anheim,n,"If the Prosna is the boundary, the district would devolve upon the Russian Emperor; ""Wüstl."" may misread ""Rußl.""."
f570844a,oe1bu9454-072a,1,Wurtz,März,y,"a month is expected after ""den 11ten oder 12ten""; Kurrent M/W confusion is common"
72278633,oe1bu9454-074c,1,der Fürsten von Sacken,der Fürstin von Sacken,y,"The testatrix is introduced as ""der verstorbenen Frau Fürstin von Sacken""; the estate should be hers."
18769314,oe1bu9454-265b,1,Landskog,Lanskoy,n,The Russian Governor-General of the Duchy of Warsaw in 1815 was V. S. Lanskoy; Kurrent -oy could yield -og. Not folded into translation.
01616373,oe1bu9454-072f,2,Arsprügel,Stockprügel,n,"""mit hundert Stockprügeln regulirt"" is the period idiom for a hundred strokes of the cane."
22be6861,oe1bu9454-072f,2,Schlawenschof,Schlawenschitz,y,Page 1 has Schlawenschitz for what is evidently the same place.
05a01172,oe1bu9454-118a,2,Walichnoweli,Walichnowski,y,"the same man is named ""Walichnowski"" two sentences earlier; retained as transcribed in the translation."
40f43325,oe1bu9454-179a,2,Au Zerboni,An Zerboni,An Zerboni auf Szetlewek,n/u confusion in Kurrent.
b8d8f5fe,oe1bu9454-072b,3,Traperiner,Trąbcziner,y,Possibly the same estate named earlier in the paragraph; but not folded into the translation.
9966261a,oe1bu9454-072f,3,ſorrechſta,Brzechsta,y,Same person as named twice above.
9864afd2,oe1bu9454-179a,3,im Weich,im Reich,y,"R/W confusion in Kurrent; ""the loss he suffered in the Empire"" would suit the political events referred to. Not settled."
b615d1d8,oe1bu9454-072a,4,gelie,gleich,y,"""gleich in Natur geleistet"" (rendered in kind at once) fits the sentence"
ff469cbb,oe1bu9454-072f,4,Kopoyno,Kopojno,y,The heading spells it Kopojno; the signature line Kopoyno. Both carried as found.
95d89d0b,oe1bu9454-001,1,Kleinen des Cosmars,Klauen des Cosmars,y,"""aus den Klauen gerettet"" (saved from the clutches) is the idiom."
69c5d96c,oe1bu9454-001,1,Brüger O. L. Gerichts,Brieger O. L. Gerichts,y,"Same court named ""Brieger Ober Landes Gericht"" earlier in the letter; spelling left as transcribed in the translation."
9928b0b8,oe1bu9454-001,1,Vnß land,Rußland,n,"In the list ""Österreich, ...land und Preußen"" concerning Saxony and Poland, Russia is the expected third power; Kurrent R/V and u/n confusions would produce thi"
7fc28123,oe1bu9454-002,2,zu schaden,zu schicken,y,d/ck confusion in Kurrent; 'to send 200 ducats' is the obvious sense of the repeated request
7f905490,oe1bu9454-002,3,Schlawenschl,Schlawentzitz,y,a Hohenlohe-Ingelfingen holding in Upper Silesia; the transcribed form is not a known place
b4a91743,oe1bu9454-002,4,J. Aequit,junge Fürst,n,the same actor is called 'der junge Fürst' two sentences later
1112e8cd,oe1bu9454-002,4,Fachßen,Sachßen,y,F/S confusion in Kurrent; Oppurg lies in the Saxon-Thuringian jurisdictions
faaae78f,oe1bu9454-002,4,schenk,schnell,y,cf. 'auf das schleunigste' earlier on the page; n/k confusion
9e94d277,oe1bu9454-002,4,Wun den 9ten Febr. 1815,Wien den 9ten Febr. 1815,y,the letter is written at Vienna; 'Wun' is presumably a misreading of 'Wien'
f8ba8fde,oe1bu9454-003,1,die 200 ff,die 200 fl,n,"elsewhere in the letter the Viennese unit is written fl.; ""ff"" is likely a misreading"
2a36b047,oe1bu9454-003,2,die Gäntz Majorats Güter,die ganzen Majorats Güter,y,"""Gäntz"" appears to be a misreading of ""ganzen"""
4e263d07,oe1bu9454-004,1,Livn,Lyon,Lyon,Grenoble and Lyon fell to Napoleon in March 1815; 'Livn' is not a place.
c6f35c8c,oe1bu9454-004,1,Marsena,Massena,Massena,"Marshal Masséna, plausible in this context."
8cea5527,oe1bu9454-006,3,Winzingeroden,Wintzingerode,n,the Hanoverian/Russian family name is usually so spelled; carried as written
d2c787a6,oe1bu9454-007,1,deiller,dritter,dritter,"An ordinal is required; ""dritter Brief"" fits the sense (a third letter)."
be1f0443,oe1bu9454-008,1,einen von 25 um 27ten Novbr.,einen von 25 und 27ten Novbr.,n,"""3 Briefe"" requires three dates; u/n confusion is common in this hand."
9c2a2c8f,oe1bu9454-011,1,Werhard,Eberhard,y,'Eberhardt' appears twice elsewhere in the same letter for evidently the same person.
b8259f07,oe1bu9454-011,1,Taellerand,Talleyrand,y,Phonetic Kurrent rendering of the French name.
b9370a66,oe1bu9454-011,2,Curischen,Curländischen,n,Possibly Courland creditors; alternatively a family name.
7687f03a,oe1bu9454-011,3,Gt. Cab. Secret,Geh. Cab. Secret. (Geheimer Cabinets-Secretär),n,'Geh.' for 'geheim' is the usual abbreviation; 'Gt.' is likely a misread 'Geh.'
544d7c98,oe1bu9454-013,1,Schlawenschr,Schlawentzitz,y,A Hohenlohe Upper Silesian estate frequently paired with Koschentin; the transcribed form is not a place name.
454968fe,oe1bu9454-013,1,xzer,Kreuzer (xr.),n,Standard abbreviation for Kreuzer in Viennese currency.
339fbd83,oe1bu9454-013,2,schuele,schleunig,y,'schleunig eingereicht werden' = to be submitted with dispatch.
715c8555,oe1bu9454-015,1,Traperiner Sache,"possibly a place-name in adjectival form, cf. estates near the Prosna river",n,"The name looks corrupted; ""Proſnu"" is likely the river Prosna, so the estates would lie on the Prosna."
71dfe314,oe1bu9454-015,1,Kalinte,Kalisch (Kalisz),n,"A Polish jurisdiction where the files would have been transacted; ""Kalinte"" is not attested."
0ba0585c,oe1bu9454-015,1,Owringen,Öhringen,y,The Hohenlohe residence; the transcription may reflect the Kurrent spelling.
63b5db6b,oe1bu9454-015,2,Stößel,a person previously named in the correspondence,n,"The reference to ""a sequel to Stößel"" presumably alludes to a known case (possibly a suicide); the name may be corrupt."
0cdeae05,oe1bu9454-018,1,erheiterte meine Summe,erheiterte meine Seele,n,"""Seele"" (soul) fits ""erheitern"" idiomatically; ""Summe"" is likely a Kurrent misreading."
49d5d6d8,oe1bu9454-018,4,Unterthäniger drei,Unterthäniger Diener,n,"Standing closing formula; ""drei"" is graphically close to an abbreviated ""Dien."" in Kurrent."
a844b7d2,oe1bu9454-019,1,2t er um guter Wirth,Ist er nur guter Wirth,n,"'Ist er nur' would give the sense 'if only he is a good husbandman', which fits the following clause."
de24a6e1,oe1bu9454-019,1,Hainrich,Heinrich,n,May be a personal name or a corrupted surname; carried across as written.
a8e97e95,oe1bu9454-020,1,Weiterer,Wucherer,n,'Wucherer' (usurer) appears earlier on the page and fits the referent (van der Lahr).
b6300f82,oe1bu9454-020,1,Schulm,Schicken,y,A verb of sending is required to govern 'mir ... die 1000 Centl Eysen'; the following clause ('so bringe ich alles aufs reinen') presupposes a conditional imper
b73458b4,oe1bu9454-020,2,Genkinit,General,y,Page 3 has 'dH. Genl und M v. Zastrow'; 'Genkinit' is likely a Kurrent misreading of 'Genl' plus a suffix.
95aca688,oe1bu9454-020,2,Leute,Centner,n,The quantity of iron is measured in Centner throughout the letter.
45c99ee2,oe1bu9454-020,2,Wun,Wien,y,"A destination name; Vienna would fit the correspondence's geography, but Wunschwitz or similar is equally possible. Unsettled."
ca579cdd,oe1bu9454-020,3,H. et Freib.,H. v. Triebenfeld,n,The party being protected throughout the letter is v. Triebenfeld.
50fbc022,oe1bu9454-020,3,Conrat,Courant,y,The currency term used throughout the correspondence; 'baares Courant' is the standing phrase.
c5fd1255,oe1bu9454-021,1,Löevicz,Lowicz,Lowicz,The Principality of Łowicz was in fact conferred on Grand Duke Constantine; but the transcription is left as given.
2c25b487,oe1bu9454-021,1,Taellerand,Talleyrand,y,Almost certainly the French minister; not emended in the translation.
e2bcb800,oe1bu9454-022,1,der Obrist Schleifen,der Obristin Schliefen,n,"Page 2 spells the name ""Schliefen""/""Schliefensche""; ""Obrist"" with feminine article suggests ""Obristin"" (the Colonel's widow). Not folded into translation."
7dcbc9b8,oe1bu9454-022,2,Meurourten,Meierowitz,y,"Same party named twice earlier in the sentence; ""Mucerowitz"" and ""Meurourten"" are likely the same name variously misread. Kept as transcribed."
b4e579f5,oe1bu9454-022,3,Pinseln,Winseln,Winseln,"""Winseln und Betteln"" (whining and begging) is the standing idiom; P/W confusion is common in Kurrent."
c60bcc13,oe1bu9454-023,1,3500 ₰,3500 Rthl,n,"The Pfennig sign in the thousands position is implausible; cf. p. 3 ""3500 Rthl Papier Geld""."
a6b7d3d1,oe1bu9454-023,3,ganz fehlen besetzen,ganz Pohlen besetzen,y,"""fehlen"" for ""Pohlen"" fits the political news and p. 4's ""nehmen Pohlen""."
2034aa48,oe1bu9454-024,2,Gros Holland,Gros Hauland (Hauländer settlement),n,Hauländer colonies are commonly named '-holland'/'-hauland'; see house note on Hauländer.
4082c52c,oe1bu9454-025,1,3 pl.,3 pCt.,n,"An interest rate offered by the Seehandlung is expected here; ""pCt."" is easily read as ""pl."" in Kurrent."
