letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
190,3,13488,13489,¬,Kleider,Verkaufen,KleiderVerkaufen,split,high,joined form unattested; both halves are real words,False,0,0,0,1336109,16,5819183,"tzen, von Habseeligkeiten und zum Kleider¬ || Verkaufen, zum Borgen mit wenigen Thalern"
190,3,13490,13491,¬,abgedank,tes,abgedanktes,join,high,"joined form attested in DWDS (2,694 hits)",False,0,2694,0,,3,,"eine Zuflucht nehmen müßen. Mein abgedank¬ || tes Gesinde, hat den Lärmen noch mehr vers"
190,3,13491,13492,¬,verschrie,und,verschrieund,split,high,joined form unattested; both halves are real words,False,0,0,0,22210,5259,1133103472,"sinde, hat den Lärmen noch mehr verschrie¬ || und da auch das Publicum in die Meinung ge"
190,3,13492,13493,¬,ge,bracht,gebracht,join,high,joined form occurs elsewhere in this corpus,False,54,,22,,3,,"nd da auch das Publicum in die Meinung ge¬ || bracht wurde, daß ich außer Bedeutung bey"
190,3,13495,13496,¬,Schuld,ner,Schuldner,join,high,joined form occurs elsewhere in this corpus,False,4,,69,,4,, Credit auf mich meine zahlreichen Schuld¬ || ner wurden laut und ich mußte tägtäglich
190,3,13498,13499,¬,die,nöthigsten,dienöthigsten,split,high,joined form unattested; both halves are real words,False,0,0,4570,0,1,19,"gerichtlichen Klagen abwenden, und die¬ || nöthigsten Haus-Bedürfnisse zu erborgen"
190,3,13503,13504,¬,niedri,gen,niedrigen,join,high,"joined form attested in DWDS (3,296,640 hits)",False,0,3296640,0,,60,,"gegen die Subtestation und einen niedri¬ || gen Verkauf gerettet, das ich aus Pflicht "
191,2,13580,13581,¬,Bürger,und,Bürgerund,split,high,joined form unattested; both halves are real words,False,0,88,14,6552819,5259,1133103472,Kosten und nach diesen blieben die Bürger¬ || und Einsassen Ewr Durchlaucht noch 4000 Rt
191,2,13595,13596,¬,Rech,nungen,Rechnungen,join,high,joined form occurs elsewhere in this corpus,False,11,,1,,1,,"le als incolvendo an - machten große Rech¬ || nungen wegen den Exorbitanten Lieferungen,"
191,3,13610,13611,¬,zie,Rede,zieRede,split,high,joined form unattested; both halves are real words,False,0,0,0,4929,13,3316066,"b sich vor todt Brand an, als ich ihm zie¬ || Rede stellen wolte. Ich frey diese Massett"
191,3,13614,13615,¬,Pro,daß,Prodaß,split,high,joined form unattested; both halves are real words,False,0,0,42,11507756,1896,17145440,em Pächtern und die Unterthanen einen Pro¬ || daß am Hals zu werfen.
191,4,13640,13641,¬,Warthe,durch,Warthedurch,split,high,joined form unattested; both halves are real words,False,0,0,2,6666,519,77747868,liegt er mit seinem Sache über der Warthe¬ || durch diesen ersten Ton ward der Kerl deco
191,5,13671,13672,¬,ver,worren,verworren,join,high,joined form occurs elsewhere in this corpus,False,4,,3,,1,," und vereint mit dem Pächter alles so ver¬ || worren, daß mich selbst grauelte in dies L"
191,5,13676,13677,¬,ver,bunden,verbunden,join,high,joined form occurs elsewhere in this corpus,False,10,,3,,1,,"ort null und nichtig auch der Pächter ver¬ || bunden sey sogleich zu räumen, seine etwan"
191,5,13677,13678,¬,Praeten,siones,Praetensiones,join,high,head is not a word on its own,False,0,0,0,0,1,,"ogleich zu räumen, seine etwanige Praeten¬ || siones aber in wege Rechtens geltend zu ma"
191,5,13683,13684,¬,da,rauf,darauf,join,high,joined form occurs elsewhere in this corpus,False,134,,447,,5,,"riediget weis, und überdem bestehe ich da¬ || rauf daß mir die Gründe, welche die Bauren"
191,5,13689,13690,¬,ge,boren,geboren,join,high,joined form occurs elsewhere in this corpus,False,1,,22,,1,," selbst käme, sie wären auf die Gründe ge¬ || boren und gezogen und diese räumten sie ni"
191,6,13704,13705,¬,ohn,mächtig,ohnmächtig,join,high,"joined form attested in DWDS (81,100 hits)",False,0,81100,2,,2,," beym 43 zigsten aber ward die Bestin ohn¬ || mächtig. Ich bist ihm mit Waßer begießen, "
191,7,13733,13734,¬,ab,Ich,abIch,join,high,"joined form attested in DWDS (1,366 hits)",False,0,1366,96,,4451,,also den Contract auf und zog scheinig ab¬ || Ich lies das biß ihm Getreide abscheynen u
191,7,13736,13737,¬,Zins,jezt,Zinsjezt,split,high,joined form unattested; both halves are real words,False,0,0,36,1293269,456,6300,hl Einstands Geld und 15 Rthl jährl. Zins¬ || jezt kömt es darauf an das Honrichs dazu b
191,7,13740,13741,¬,Wetter,seine,Wetterseine,split,high,joined form unattested; both halves are real words,False,0,0,2,3456666,193,0,procediren Rath balde um gut Wetter¬ || seine Rechnungen betrugen auch an 6000 Rth
191,8,13761,13762,¬,be,nicht,benicht,split,high,joined form unattested; both halves are real words,False,0,45,3,105863,1443,283937838,"eit von 6 Tagen beendiget, und war ich be¬ || nicht die Deutschen die an etliche 40000 R"
191,8,13767,13768,¬,zurück,Über,zurückÜber,split,high,joined form unattested; both halves are real words,False,0,0,185,13566331,301,112520162,n sich aber immer furchtsam wieder zurück¬ || Über dies Mislingen meiner Pläne ärgerte u
191,8,13781,13782,¬,ausge,kommen,ausgekommen,join,high,"joined form attested in DWDS (480,807 hits)",False,0,480807,0,,123,,"e, und was während meiner Krankheit ausge¬ || kommen mit seiner Banden alle Käufer ab¬"
191,8,13782,13783,¬,ab,Er,abEr,join,high,joined form occurs elsewhere in this corpus,False,753,,96,,1274,,kommen mit seiner Banden alle Käufer ab¬ || Er hält sich hier schon über 6 oder 7 Woch
191,10,13837,13838,¬,Schwedenstrei,doch,Schwedenstreidoch,join,high,head is not a word on its own,False,0,0,0,0,216,,ß Ewr Durchlaucht um diesen Schwedenstrei¬ || doch noch einen Kostspieligen Prozeß bekom
191,11,13852,13853,¬,die,Ewr,dieEwr,split,high,joined form unattested; both halves are real words,False,0,0,4570,0,1122,110,ie Einkünfte und die Summen Anbetrift die¬ || Ewr Durchlaucht aus den hiesigen Gütern se
192,1,13888,13889,-,geän,gert,geängert,join,high,head is not a word on its own,False,0,8,0,89,2,, ich habe mich hier ganz zu schanden geän- || gert. Indes habe ich nun hier alles in Ord
192,1,13893,13894,¬,auf,Glenck,aufGlenck,split,high,joined form unattested; both halves are real words,False,0,0,1039,334349961,112,583,epiren muß den hört alle herrlichkeit auf¬ || Glenck seyt hier hatt sich mit die Olesnic
192,2,13921,13922,¬,un,ausgesezt,unausgesezt,join,high,joined form occurs elsewhere in this corpus,False,1,,5,,7,,mir sehr sauer. Also noch dies daß ich un¬ || ausgesezt bin. Ihr
192,2,13933,13934,¬,dien,richtung,dienrichtung,split,high,joined form unattested; both halves are real words,False,0,6,3,5096363,2,6735602,ichende Untergutrichtiger Freund und dien¬ || richtung.
193,1,13966,13967,-,Theater,Nach,TheaterNach,split,high,joined form unattested; both halves are real words,False,0,5,4,3963846,878,156778084,chkeit nach ändert sich das ganze Theater- || Nach Obrist Scharffenbergs Versicherung gä
193,1,13974,13975,-,Schelm,Er,SchelmEr,split,high,joined form unattested; both halves are real words,False,0,25,1,45920,1274,184157988,der Prefect Decretirt hat ein Schelm- || Er ist über 10000 Rthl schuldig. — Mann ha
194,2,14024,14025,¬,Bezah,bey,Bezahbey,join,high,head is not a word on its own,False,0,0,0,322,453,,"es Heckerts schuldig sein soll, zur Bezah¬ || bey der rückständigen Zinsen zuverwenden d"
194,2,14025,14026,¬,kömt,der,kömtder,split,high,joined form unattested; both halves are real words,False,0,0,46,46,3841,0,verwenden damit die Sache aufs Reine kömt¬ || der Padprefect Brzechsta hat die Caution f
194,2,14027,14028,¬,gege,ben,gegeben,join,high,joined form occurs elsewhere in this corpus,False,173,,0,,9,,"mmen, und am Ende den Honrichs Meste gege¬ || ben, daß alles mit ihm in Richtigkeit sey."
195,1,14050,14051,¬,Vor,sicht,Vorsicht,join,high,joined form occurs elsewhere in this corpus,False,2,,295,,4,,r empfiehlt alle Verschwiegenheit und Vor¬ || sicht - Warum weiß ich nicht - Es scheint 
195,2,14069,14070,¬,Ge,Schneidniz,GeSchneidniz,split,high,joined form unattested; both halves are real words,False,0,0,22,215421,1,0,nzosen rückken in unsere Staaten ein - Ge¬ || Schneidniz ist vorgestern mit dieser Neuig
196,1,14106,14107,¬,Befehl,Wäre,BefehlWäre,split,high,joined form unattested; both halves are real words,False,0,0,31,567706,204,835493046,us gegen mir heimlich den Verhafts Befehl¬ || Wäre es mir nicht durch ein paar Freunde v
196,2,14124,14125,¬,Pro,ponirten,Proponirten,join,high,joined form occurs elsewhere in this corpus,False,1,,42,,1,,"rstochen, und ich halte seinen ganzen Pro¬ || ponirten Tausch Handel für einen Judischen"
196,3,14142,14143,-,bevor,Öffentlich,bevorÖffentlich,split,high,joined form unattested; both halves are real words,False,0,0,1,5781552,4,9548269,Große Veränderung steht allem bevor- || Öffentlich spricht man – Napoleon wolle 10
196,3,14143,14144,¬,fra,schwinden,fraschwinden,split,high,joined form unattested; both halves are real words,False,0,0,0,18720,4,220469,"t man – Napoleon wolle 10 Müllerinnen fra¬ || schwinden laßen, dafür aber sollen wir 200"
196,3,14154,14155,¬,Liquidations,Commission,LiquidationsCommission,split,high,joined form unattested; both halves are real words,False,0,0,1,23,21,20306,cht müßen nach Berlin an der Liquidations¬ || Commission schreiben und sich auf Berger Z
196,3,14155,14156,¬,be,rufen,berufen,join,high,joined form occurs elsewhere in this corpus,False,5,,3,,5,, schreiben und sich auf Berger Zeugnis be¬ || rufen — Sobald ich mit Sicherheit zurück k
197,1,14170,14171,¬,ver,weisen,verweisen,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,18,,"l Köckritz dem v d Lahr darb zur Ruhe ver¬ || weisen laßen und daß Jahr zu warten, ſich "
197,1,14178,14179,¬,ver,sprechen,versprechen,join,high,joined form occurs elsewhere in this corpus,False,9,,3,,32,,größer als bei uns und ich kan nichts ver¬ || sprechen - Wolte nur Gott der Handel käme 
197,1,14182,14183,¬,Olla,bock,Ollabock,split,high,joined form unattested; both halves are real words,False,0,0,0,1690,1,25257, Es ist der Ober Amtmann Hegener aus Olla¬ || bock - Er soll auch alles in Zagorowo revi
197,3,14209,14210,¬,wegzu,ſcheuchen,wegzuſcheuchen,join,high,head is not a word on its own,False,0,0,0,215,2,,"sorten gewesen, um auch von Breslau wegzu¬ || ſcheuchen. Ich erfahre es aber ſicher, und"
197,3,14210,14211,-,Buben,Es,BubenEs,split,high,joined form unattested; both halves are real words,False,0,0,27,243734,1323,0,"e es aber ſicher, und dann wehe den Buben- || Es ist nur gut daß Koihrits mit Sack spric"
198,1,14219,14220,¬,zurück,Die,zurückDie,split,high,joined form unattested; both halves are real words,False,0,90,185,13566331,4570,0, Durchlaucht bis höchstens Micheli zurück¬ || 2. Die Sequestration ist gänzlich aufgehob
198,1,14227,14228,¬,Ver,mögen,Vermögen,join,high,joined form occurs elsewhere in this corpus,False,28,,3,,16,,"den, so muß Brzechsta, wann jener ihr Ver¬ || mögen nicht hinreicht, bezahlen - Unterdes"
198,2,14242,14243,¬,Smid,sehr,Smidsehr,split,high,joined form unattested; both halves are real words,False,0,0,1,7139,422,50499648,n zurück kam geht mit diesen Pächter Smid¬ || sehr traurig einher - Die Resolution des K
198,2,14243,14244,¬,Styl,Ich,StylIch,split,high,joined form unattested; both halves are real words,False,0,43,1,115984,4451,255244905,olution des Königs ist ein drohenden Styl¬ || Ich hoffe das haben meine beiden Geister L
198,3,14271,14272,¬,Baro,v,Barov,split,high,joined form unattested; both halves are real words,False,0,406,0,2805,712,2232952,lle her - dies schreibt mir auch der Baro¬ || v Rhaden – auch ein Mann vom alten Schroot
198,3,14287,14288,¬,Fried,Massow,FriedMassow,split,high,joined form unattested; both halves are real words,False,0,0,2,66577,4,5561,ichts dem Hardenberg ist deßen Todt Fried¬ || Massow würde schon Minister heißen nur Doh
198,3,14288,14289,¬,ver,hindert,verhindert,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,5,,en nur Dohna [Dąmbska?] hat es bisher ver¬ || hindert
199,1,14310,14311,¬,gewis,ich,gewisich,split,high,joined form unattested; both halves are real words,False,0,0,69,1221,4451,255244905,sen Brück der König mit K2 nun ganz gewis¬ || ich gehe in diesem Betracht nicht nach Ber
200,1,14343,14344,-,ab,gesreißet,abgesreißet,split,high,joined form unattested; both halves are real words,False,0,0,96,49097723,1,0,gel nun erſt den Sontag ein wo k ſchon ab- || gesreißet sein wird. Ich werde ihm nun woh
202,1,14429,14430,¬,verstän,digen,verständigen,join,high,"joined form attested in DWDS (595,843 hits)",False,0,595843,0,,1,,"iten, um es seinem Sohne ebenfals verstän¬ || digen zu können. Ich denke Gott daß die Sa"
203,1,14465,14466,¬,da,mit,damit,join,high,joined form occurs elsewhere in this corpus,False,247,,447,,1423,," noch mit Hainen das weitere einleiten da¬ || mit auch der gestimmt, sein fiat zu allen "
203,1,14476,14477,-,Schall,Gebe,SchallGebe,split,high,joined form unattested; both halves are real words,False,0,0,1,122102,64,96966476,- im Grunde ist das nichts als ein Schall- || Gebe nur Gott Seegen und Gedeihen zu meine
203,2,14491,14492,¬,tauschen,Die,tauschenDie,split,high,joined form unattested; both halves are real words,False,0,0,0,933506,4570,0,der will gegen Pohl Güter tauschen¬ || Die dicken Faxen scheinen ſelbſt gemacht d
203,3,14533,14534,¬,Ver,trauten,Vertrauten,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,1,,Ich konte sonsten wieder von dem höch Ver¬ || trauten mit neue ehem Titulo belegt werden
205,1,14580,14581,¬,ge,fallen,gefallen,join,high,joined form occurs elsewhere in this corpus,False,12,,22,,31,," Güter gerne haben, so laße ich mir es ge¬ || fallen, wann ich dorten eingetragen werde,"
205,1,14584,14585,¬,an,Kurz,anKurz,split,high,joined form unattested; both halves are real words,False,0,5,992,203629291,34,19902396,ließt sich sehr an meine beide Töchter an¬ || Kurz auf der Seite hoffe ich alles nur mög
205,2,14601,14602,¬,ent,gegen,entgegen,join,high,joined form occurs elsewhere in this corpus,False,59,,1,,167,,"ut, die ich mit Hochklopfenden Herzen ent¬ || gegen sehe. Privat aus Wien versichern daß"
205,3,14627,14628,-,glän,zendeste,glänzendeste,join,high,"joined form attested in DWDS (700,962 hits)",False,0,700962,0,,1,,"nements eintreten werden, wo Sie die glän- || zendeste Vollen spielen und Ihre Feinde ge"
206,1,14642,14643,-,Un,hänger,Unhänger,split,high,joined form unattested; both halves are real words,False,0,0,5,594768,2,75154,"iche Durchlaucht einziger Verehrer und Un- || hänger nichts verheben zu dürfen, und dahe"
206,1,14648,14649,¬,Ruhe,Knobelsdorff,RuheKnobelsdorff,split,high,joined form unattested; both halves are real words,False,0,0,31,2773033,16,5006,"ugthuung werden – Nur jezt Geduld an Ruhe¬ || Knobelsdorff, Tauscht wie die Beilage zeig"
206,1,14654,14655,¬,Eber,hard,Eberhard,join,high,joined form occurs elsewhere in this corpus,False,27,,0,,14,," muß geschrieben werden, der windige Eber¬ || hard hat mir noch keine Sylbe geschickt - "
206,2,14669,14670,¬,Knobelsdorffen,Plane,KnobelsdorffenPlane,join,high,head is not a word on its own,False,0,0,0,0,9,,len um alles zu ebenen und Knobelsdorffen¬ || Plane alles voreiten zu können
206,2,14678,14679,¬,Unter,kommen,Unterkommen,join,high,"joined form attested in DWDS (3,181 hits)",False,0,3181,132,,123,,ander sezzen damit Knobelsdorff ein Unter¬ || kommen findet
207,1,14708,14709,¬,ge,macht,gemacht,join,high,joined form occurs elsewhere in this corpus,False,119,,22,,82,,"hat uns auch schon die sichere Haftung ge¬ || macht, daß der günstigte Ausgang dieses Pr"
207,1,14720,14721,¬,La,mentiren,Lamentiren,split,high,joined form unattested; both halves are real words,False,0,7,4,1645093,1,0,gen Besiz von Olesnica. Das Klagen und La¬ || mentiren der Pol Bauren und Holländer ist 
207,1,14726,14727,¬,Hirsch,Meine,HirschMeine,split,high,joined form unattested; both halves are real words,False,0,0,2,429948,350,0,hr um den versprochenen lebendigen Hirsch¬ || Meine Anmerkung — denen Bauen und Haulände
207,1,14727,14728,¬,er,laßen,erlaßen,join,high,joined form occurs elsewhere in this corpus,False,8,,1274,,324,, Hauländern könte von Rückstande etwas er¬ || laßen werden — für die Folge nichts - Mann
208,1,14754,14755,¬,befänf,tigen,befänftigen,join,high,head is not a word on its own,False,0,0,0,0,6,,"h, dem Schoch nur durch 3 Rthl. zu befänf¬ || tigen, die Thüre und an mich zurück."
208,2,14767,14768,-,Elten,ohne,Eltenohne,split,high,joined form unattested; both halves are real words,False,0,0,0,8093,173,33069148,Paris in Berlin auf und giebt große Elten- || ohne Grund ist das nicht
208,2,14778,14779,¬,lau,Mann,lauMann,join,high,"joined form attested in DWDS (45,658 hits)",False,0,45658,3,,268,, M Kalckreuth an zu hinken. Mann wird lau¬ || Mann glaubt es wird sich im kurzen wieder 
210,1,14815,14816,¬,Pre,ſidenten,Preſidenten,join,high,joined form occurs elsewhere in this corpus,False,8,,1,,1,,"istien gemacht werden. Wie es nun dem Pre¬ || ſidenten gefält, nimt er das Regiſter um d"
