letter,page,line,next_line,mark,head,tail,joined,decision,confidence,reason,crosses_page,joined_corpus,joined_dwds,head_corpus,head_dwds,tail_corpus,tail_dwds,context
2,1,44,45,¬,re,girenden,regirenden,join,high,joined form occurs elsewhere in this corpus,False,2,,5,,1,,deiner hochfürstlichen Durchlaucht des re¬ || girenden Herrn Fürsten zu Hohenlo¬
14,3,4470,4471,¬,ab,einen,abeinen,split,high,joined form unattested; both halves are real words,False,0,5,16,49097723,64,0,dieses Jahres ab¬ || einen immerwäh¬
14,3,4471,4472,¬,immerwäh,ren,immerwähren,join,high,head is not a word on its own,False,0,6,0,9,9,,einen immerwäh¬ || ren
14,4,4477,4478,¬,wer,dendurf,werdendurf,split,high,joined form unattested; both halves are real words,False,0,0,0,26528628,1,0,"vermindet wer¬ || dendurf, pro"
14,4,4483,4484,¬,schrei,be,schreibe,join,high,joined form occurs elsewhere in this corpus,False,49,,0,,11,,hufen 75 rt schrei¬ || be fünft und Sieben¬
14,4,4484,4485,¬,Sieben,zig,Siebenzig,join,high,joined form occurs elsewhere in this corpus,False,2,,4,,8,,be fünft und Sieben¬ || zig Rthaler in
14,4,4488,4489,¬,Wey,nachten,Weynachten,join,high,joined form occurs elsewhere in this corpus,False,10,,0,,4,,Raten zu Wey¬ || nachten und Johannis
14,4,4498,4499,¬,Ein,kaufs,Einkaufs,join,high,joined form occurs elsewhere in this corpus,False,9,,95,,14,,haltte der Ein¬ || kaufs geldes
14,4,4500,4501,¬,wer,den,werden,join,high,joined form occurs elsewhere in this corpus,False,143,,0,,482,,"der 75 ortum, wer¬ || den bis zum"
14,5,4515,4516,¬,Bau,hulfe,Bauhulfe,split,high,joined form unattested; both halves are real words,False,0,0,17,4421760,1,25,sonstige Bau¬ || hulfe erhält
14,5,4517,4518,¬,bewür,ken,bewürken,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,4,,selbst bewür¬ || ken.
14,5,4520,4521,¬,baa,ren,baaren,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,9,,Ausser diesem baa¬ || ren Erbzinße ver¬
14,5,4521,4522,¬,ver,pflichtet,verpflichtet,join,high,joined form occurs elsewhere in this corpus,False,14,,3,,3,,ren Erbzinße ver¬ || pflichtet sich ErbPach¬
14,5,4522,4523,¬,ErbPach,ter,ErbPachter,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,15,,pflichtet sich ErbPach¬ || ter für sich und seine
14,5,4530,4531,¬,Com,petenz,Competenz,join,high,joined form occurs elsewhere in this corpus,False,6,,1,,3,,sowie die Com¬ || petenz fürs Kloster
14,5,4536,4537,¬,vor,lommt,vorlommt,split,high,joined form unattested; both halves are real words,False,0,0,43,105411485,1,69,"was sonst vor¬ || lommt, ohne alle"
14,5,4538,4539,¬,berich,tigen,berichtigen,join,high,joined form occurs elsewhere in this corpus,False,23,,0,,3,,"Ausnahme zu berich¬ || tigen, ohne hiefür"
14,6,4542,4543,¬,wur,nem,wurnem,split,high,joined form unattested; both halves are real words,False,0,0,0,12115,2,195780,einen Erlaß wur¬ || nem Erbzinse zu
14,6,4548,4549,¬,getrunk,am,getrunkam,join,high,head is not a word on its own,False,0,0,0,101,22,,sein getrunk¬ || am Bier und
14,6,4551,4552,¬,Herr,schaft,Herrschaft,join,high,joined form occurs elsewhere in this corpus,False,39,,107,,18,,"mit dem Herr¬ || schaft, frage"
14,6,4565,4566,¬,Grundherr,schaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,3,,18,,der Grundherr¬ || schaft erlegen.
14,6,4570,4571,¬,die,ser,dieser,join,high,joined form occurs elsewhere in this corpus,False,77,,604,,7,,"um Biesigge die¬ || ser Stelle, sind"
14,6,4574,4575,¬,unter,worfen,unterworfen,join,high,joined form occurs elsewhere in this corpus,False,9,,67,,2,,"konnen unter¬ || worfen, jedoch"
14,7,4586,4587,¬,Nach,folgern,Nachfolgern,join,high,joined form occurs elsewhere in this corpus,False,3,,89,,3,,und seinen Nach¬ || folgern anlie¬
14,7,4587,4588,¬,anlie,sig,anliesig,join,high,head is not a word on its own,False,0,0,0,115,2,,"folgern anlie¬ || sig, steht es frey,"
14,7,4591,4592,¬,Ver,kauf,Verkauf,join,high,joined form occurs elsewhere in this corpus,False,18,,3,,79,,dere durch Ver¬ || kauf oder ver¬
14,7,4592,4593,¬,ver,tausch,vertausch,join,high,joined form occurs elsewhere in this corpus,False,4,,3,,10,,kauf oder ver¬ || tausch zu vermü¬
14,7,4593,4594,¬,vermü,ßern,vermüßern,join,high,head is not a word on its own,False,0,0,0,91,2,,"tausch zu vermü¬ || ßern, jedoch muß"
14,7,4596,4597,¬,Grundherr,schrift,Grundherrschrift,split,high,joined form unattested; both halves are real words,False,0,0,3,15478,5,945581,der Grundherr¬ || schrift geschehen
14,7,4605,4606,¬,Grund,herrschaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,44,,39,,an die Grund¬ || herrschaft ent¬
14,7,4606,4607,¬,ent,richtet,entrichtet,join,high,joined form occurs elsewhere in this corpus,False,13,,0,,2,,herrschaft ent¬ || richtet werden
14,7,4608,4609,¬,vererbun,gen,vererbungen,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,40,,ben vererbun¬ || gen an Kinder
14,7,4610,4611,¬,ver,wandte,verwandte,join,high,joined form occurs elsewhere in this corpus,False,2,,3,,2,,und Seiten ver¬ || wandte dagegen
14,7,4612,4614,,wird,wird,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,wird || wird kein Lau¬
14,8,4614,4615,¬,Lau,demium,Laudemium,join,high,joined form occurs elsewhere in this corpus,False,24,,0,,1,,wird kein Lau¬ || demium bezahlt.
14,8,4621,4622,¬,Remis,sionen,Remissionen,join,high,joined form occurs elsewhere in this corpus,False,4,,0,,1,,und jede Remis¬ || sionen bei Un¬
14,8,4622,4623,¬,Un,glückfüllen,Unglückfüllen,split,high,joined form unattested; both halves are real words,False,0,0,1,594768,1,0,"sionen bei Un¬ || glückfüllen, welche"
14,8,4625,4626,¬,An,stekung,Anstekung,join,high,joined form occurs elsewhere in this corpus,False,1,,215,,1,,Himmel durch An¬ || stekung böser
14,8,4627,4628,¬,haagel,schlag,haagelschlag,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,2,,"leute, haagel¬ || schlag Mißwachs"
14,8,4631,4632,¬,ir,gend,irgend,join,high,joined form occurs elsewhere in this corpus,False,12,,0,,1,,oder auf ir¬ || gend eine an¬
14,8,4632,4633,¬,an,der,ander,join,high,joined form occurs elsewhere in this corpus,False,2,,215,,698,,gend eine an¬ || der wart
14,8,4634,4635,¬,ganz,lich,ganzlich,split,high,joined form unattested; both halves are real words,False,0,557,14,44722784,20,61677,"entstehen, ganz¬ || lich Verzicht, und"
14,8,4639,4640,¬,Grundherr,schaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,3,,18,,der Grundherr¬ || schaft uderfr¬
14,8,4640,4641,¬,uderfr,laß,uderfrlaß,join,high,head is not a word on its own,False,0,0,0,0,3,,schaft uderfr¬ || laß von dem
14,8,4645,4646,¬,Wirth,schafts,Wirthschafts,join,high,joined form occurs elsewhere in this corpus,False,11,,3,,2,,Die Wohn und Wirth¬ || schafts gebunde
14,8,4648,4650,,und,und,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,und || und seine Nachfolger
14,9,4657,4658,¬,Grundherr,schaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,3,,18,,der Grundherr¬ || schaft weder
14,9,4662,4663,¬,die,ses,dieses,join,high,joined form occurs elsewhere in this corpus,False,93,,604,,11,,diesen die¬ || ses Contracts
14,9,4665,4666,¬,be,zahlt,bezahlt,join,high,joined form occurs elsewhere in this corpus,False,28,,11,,10,,fertigung be¬ || zahlt der Erb¬
14,9,4666,4667,¬,Erb,Pächter,ErbPächter,join,high,joined form occurs elsewhere in this corpus,False,85,,32,,46,,zahlt der Erb¬ || Pächter.
14,9,4669,4670,¬,ErbPäch,ter,ErbPächter,join,high,joined form occurs elsewhere in this corpus,False,85,,0,,15,,So lange ErbPäch¬ || ter u. seine
14,9,4676,4677,¬,wer,spricht,werspricht,split,high,joined form unattested; both halves are real words,False,0,0,0,26528628,1,15155715,"wird, wer¬ || spricht die Grund¬"
14,9,4677,4678,¬,Grund,herrschaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,44,,39,,spricht die Grund¬ || herrschaft sie
14,9,4679,4680,¬,Ge,rechtsamen,Gerechtsamen,join,high,joined form occurs elsewhere in this corpus,False,7,,6,,1,,bei ihren Ge¬ || rechtsamen
14,9,4683,4685,¬,ge,gegen,gegegen,catchword,high,fragment repeats the next page opening,True,0,,6,,24,,ge¬ || gegen Jeder
14,10,4686,4687,¬,An,sprüche,Ansprüche,join,high,joined form occurs elsewhere in this corpus,False,9,,215,,1,,manns Real An¬ || sprüche zu ver¬
14,10,4687,4688,¬,ver,treten,vertreten,join,high,joined form occurs elsewhere in this corpus,False,11,,3,,2,,sprüche zu ver¬ || treten.
14,10,4689,4690,¬,Erb,Pächter,ErbPächter,join,high,joined form occurs elsewhere in this corpus,False,85,,32,,46,,Sollte aber Erb¬ || Pächter oder
14,10,4692,4693,¬,ver,wüsten,verwüsten,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,3,,"diese Stelle ver¬ || wüsten, oder"
14,10,4697,4698,¬,rükstän,dig,rükständig,join,high,head is not a word on its own,False,0,0,0,0,4,,Jahre rükstän¬ || dig bleiben
14,10,4702,4703,¬,Grund,herrschaft,Grundherrschaft,join,high,joined form occurs elsewhere in this corpus,False,27,,44,,39,,u die Grund¬ || herrschaft wird
14,10,4705,4706,¬,an,derweit,anderweit,join,high,joined form occurs elsewhere in this corpus,False,6,,215,,4,,diese Stelle an¬ || derweit mus¬
14,10,4706,4707,¬,mus,güthen,musgüthen,split,high,joined form unattested; both halves are real words,False,0,0,0,41892,1,29,derweit mus¬ || güthen.
14,10,4717,4718,¬,fin,denden,findenden,join,high,joined form occurs elsewhere in this corpus,False,5,,1,,4,,der statt fin¬ || denden Rechts¬
14,10,4718,4719,¬,Rechts,Ausfluchten,RechtsAusfluchten,split,high,joined form unattested; both halves are real words,False,0,0,12,5914140,1,179,denden Rechts¬ || Ausfluchten
14,10,4720,4722,¬,be,besonders,bebesonders,catchword,high,fragment repeats the next page opening,True,0,,11,,22,,be¬ || besonders dem
14,11,4724,4725,¬,Ueber,redung,Ueberredung,join,high,joined form occurs elsewhere in this corpus,False,5,,3,,5,,"listigen Ueber¬ || redung, über¬"
14,11,4725,4726,¬,über,eilung,übereilung,split,high,joined form unattested; both halves are real words,False,0,838,79,112520162,2,275,"redung, über¬ || eilung, einer"
14,11,4729,4730,¬,un,ter,unter,join,high,joined form occurs elsewhere in this corpus,False,67,,1,,15,,über und un¬ || ter der helfte
14,11,4731,4732,¬,ver,abgeredeter,verabgeredeter,join,high,joined form occurs elsewhere in this corpus,False,3,,3,,2,,anders ver¬ || abgeredeter
14,11,4733,4734,¬,verschrie,bener,verschriebener,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,4,,als verschrie¬ || bener Sachen
14,11,4737,4738,¬,Ent,stagung,Entstagung,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,"dieser Ent¬ || stagung, absei¬"
14,11,4738,4739,¬,absei,ten,abseiten,join,high,joined form occurs elsewhere in this corpus,False,3,,0,,141,,"stagung, absei¬ || ten des Gerichts"
14,11,4740,4741,¬,be,lehrt,belehrt,join,high,joined form occurs elsewhere in this corpus,False,7,,11,,1,,gehörig be¬ || lehrt würden.
14,11,4749,4750,¬,ac,quirirten,acquirirten,join,high,joined form occurs elsewhere in this corpus,False,8,,0,,1,,von dieser ac¬ || quirirten Stelle
14,11,4751,4752,¬,Nah,men,Nahmen,join,high,joined form occurs elsewhere in this corpus,False,38,,0,,10,,auf seinen Nah¬ || men berichtigen
14,12,4761,4762,¬,vor,gelesen,vorgelesen,join,high,joined form occurs elsewhere in this corpus,False,7,,43,,28,,würklich vor¬ || gelesen wür¬
14,12,4762,4763,¬,wür,den,würden,join,high,joined form occurs elsewhere in this corpus,False,5,,0,,482,,"gelesen wür¬ || den, so haben"
14,12,4765,4766,¬,ge,nehmigt,genehmigt,join,high,joined form occurs elsewhere in this corpus,False,14,,6,,4,,überall ge¬ || nehmigt u sich
14,12,4768,4769,¬,un,terschrieben,unterschrieben,join,high,joined form occurs elsewhere in this corpus,False,21,,1,,1,,"eigenhändig, un¬ || terschrieben"
15,2,4835,4836,¬,be,nöthigten,benöthigten,join,high,joined form occurs elsewhere in this corpus,False,1,,11,,1,,"zulegen, und sich die zum ersten Anbau be¬ || nöthigten Ziegel zu brennen, ohne daß hier"
15,2,4836,4837,¬,Herr,schaft,Herrschaft,join,high,joined form occurs elsewhere in this corpus,False,39,,107,,18,,"ennen, ohne daß hierfür an die Grund Herr¬ || schaft etwas bezahlt werden darf."
15,2,4840,4841,¬,best,möglichste,bestmöglichste,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,,burgisch sich unter einander auf die best¬ || möglichste
15,3,4850,4851,¬,ver,äußern,veräußern,join,high,joined form occurs elsewhere in this corpus,False,5,,3,,2,,"n auf jede beliebige Art an Andere zu ver¬ || äußern, es muß aber bey einer jeden besizz"
15,3,4860,4861,¬,blei,ben,bleiben,join,high,joined form occurs elsewhere in this corpus,False,16,,0,,14,,ehn Reichs Thaler Erbzinsen pro Hufe blei¬ || ben für immerwährende Zeiten unablöslich.
15,3,4865,4866,¬,ge,ringsten,geringsten,join,high,joined form occurs elsewhere in this corpus,False,2,,6,,1,,"fen auch der Grundherrschaft nicht den ge¬ || ringsten Hofe-Dienst leisten, oder irgend "
15,4,4884,4885,¬,Herrschaft,lichen,Herrschaftlichen,join,high,joined form occurs elsewhere in this corpus,False,12,,39,,16,,olger im Besizze stets aus dem Herrschaft¬ || lichen Brau und Brandwein Hause oder Kruge
15,4,4895,4896,¬,Ausfer,tigung,Ausfertigung,join,high,joined form occurs elsewhere in this corpus,False,13,,0,,3,,s Contracts deßen Confirmation und Ausfer¬ || tigung übernehmen Erbpächter zu berichtige
15,5,4904,4905,¬,Rück,stande,Rückstande,join,high,joined form occurs elsewhere in this corpus,False,2,,1,,5,,"Canon durch länger als zwey Jahre im Rück¬ || stande verbleiben, so gehen sie alsdann di"
15,5,4906,4907,¬,Wider,rede,Widerrede,join,high,joined form occurs elsewhere in this corpus,False,1,,10,,2,,dherrschaft ist befugt selbige ohne Wider¬ || rede einzuziehen und anderweit auszuthun.
15,6,4940,4941,¬,Entrepre,neurs,Entrepreneurs,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,1,," ab diejenigen Hufen, welche die Entrepre¬ || neurs mit Consens des Dominii bereits vere"
16,1,4962,4963,¬,rege,renden,regerenden,split,high,joined form unattested; both halves are real words,False,0,0,0,804457,6,890,daß zwischen Sr Durchlaucht dem rege¬ || renden Herrn Fürsten zu Hohenlohe
16,1,4972,4973,¬,geschlo,ßen,geschloßen,join,high,joined form occurs elsewhere in this corpus,False,16,,0,,3,,nachstehender Erbpachts Contract geschlo¬ || ßen und zum gerichtlichen Protocoll
16,1,4982,4983,¬,Durch,laucht,Durchlaucht,join,high,joined form occurs elsewhere in this corpus,False,130,,84,,18,,bevollmächtigter Sr. Durch¬ || laucht des regierenden
16,1,4990,4992,,Martin,Martin,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,1. Martin || 1. Martin Giering
16,2,5001,5002,¬,be,kannt,bekannt,join,high,joined form occurs elsewhere in this corpus,False,22,,11,,2,,subscriptis persöhnlich be¬ || kannt und es waltet ge¬
16,2,5002,5003,¬,ge,gen,gegen,join,high,joined form occurs elsewhere in this corpus,False,24,,6,,40,,kannt und es waltet ge¬ || gen ihre Fähigkeiten ge¬
16,2,5003,5004,¬,ge,richtliche,gerichtliche,join,high,joined form occurs elsewhere in this corpus,False,9,,6,,2,,gen ihre Fähigkeiten ge¬ || richtliche Handlungen
16,2,5007,5008,¬,Frey,willig,Freywillig,join,high,joined form occurs elsewhere in this corpus,False,5,,36,,5,,dieselben declariren Frey¬ || willig und wohlbedächtig
16,2,5009,5010,-,ErbPachts,Contract,ErbPachtsContract,split,high,joined form unattested; both halves are real words,False,0,0,9,0,99,5186,nachstehenden ErbPachts- || Contract zum Protocoll.
16,2,5014,5015,¬,In,gelfingen,Ingelfingen,join,high,joined form occurs elsewhere in this corpus,False,49,,377,,2,,Fürst zu Hohenlohe In¬ || gelfingen durch Ihren Gene¬
16,2,5015,5016,¬,Gene,ral,General,join,high,joined form occurs elsewhere in this corpus,False,47,,2,,4,,gelfingen durch Ihren Gene¬ || ral Bevollmächtigter
16,2,5023,5025,,Zehn,Zehn,,catchword,high,unmarked catchword: the page ends with the word the next page begins,True,,,,,,,Zehn || Zehn Hufen zehn Morgen
16,3,5027,5028,¬,Ver,wachsenen,Verwachsenen,split,high,joined form unattested; both halves are real words,False,0,442,3,0,1,216,"Wiesen, Gärten und Ver¬ || wachsenen Brüchen und"
16,3,5029,5030,¬,de,nen,denen,join,high,joined form occurs elsewhere in this corpus,False,49,,16,,13,,Götzstellen zusamt de¬ || nen auf diesem Vorwer¬
16,3,5030,5031,¬,Vorwer,ken,Vorwerken,join,high,joined form occurs elsewhere in this corpus,False,1,,0,,4,,nen auf diesem Vorwer¬ || ken befindlich gesamm¬
16,3,5031,5032,¬,gesamm,sten,gesammsten,join,high,head is not a word on its own,False,0,0,0,21,5,,ken befindlich gesamm¬ || sten Wirthschafts Gebäu¬
16,3,5032,5033,¬,Gebäu,den,Gebäuden,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,482,,sten Wirthschafts Gebäu¬ || den ausgenommen den
16,3,5035,5036,¬,Herr,schaft,Herrschaft,join,high,joined form occurs elsewhere in this corpus,False,39,,107,,18,,"welcher der Grund Herr¬ || schaft verbleibt, an die"
16,3,5045,5046,¬,Erb,Pacht,ErbPacht,join,high,joined form occurs elsewhere in this corpus,False,13,,32,,16,,ewige Zeiten in Erb¬ || Pacht.
16,3,5047,5048,¬,drey,ßig,dreyßig,join,high,joined form occurs elsewhere in this corpus,False,10,,13,,1,,Jede Hufe enthält drey¬ || ßig Morgen und jeder
16,3,5049,5050,¬,Acht,zig,Achtzig,join,high,joined form occurs elsewhere in this corpus,False,4,,6,,8,,Morgen Einhundert Acht¬ || zig Quadrat Ruten Mag¬
16,3,5050,5051,¬,Mag,deburgisch,Magdeburgisch,join,high,joined form occurs elsewhere in this corpus,False,19,,3,,5,,zig Quadrat Ruten Mag¬ || deburgisch.
16,4,5061,5062,¬,Hier,auf,Hierauf,join,high,joined form occurs elsewhere in this corpus,False,3,,8,,279,,Hundert Reichs Thaler Hier¬ || auf haben sie bereits er¬
16,4,5062,5063,¬,er,derst,erderst,split,high,joined form unattested; both halves are real words,False,0,0,57,184157988,1,534,auf haben sie bereits er¬ || derst 450 rtl. sage vierhun¬
16,4,5063,5064,¬,vierhun,dert,vierhundert,join,high,joined form occurs elsewhere in this corpus,False,2,,0,,7,,derst 450 rtl. sage vierhun¬ || dert fünfzig Reichs Thaler
16,4,5067,5068,¬,ver,bindlich,verbindlich,join,high,joined form occurs elsewhere in this corpus,False,12,,3,,5,,Thaler machen sie sich ver¬ || bindlich in Termino Tit. George
16,4,5081,5082,-,zweyhue,dert,zweyhuedert,join,high,head is not a word on its own,False,0,0,0,0,7,,225 rttl sage zweyhue- || dert fünf und zwan¬
